filename,istrue,trust,x1,y1,x2,y2,category
w20190705043739842_229_epoch0_aug0x0,1,0.99535,1277.751099,365.72112999999996,1532.038696,656.7958980000001,bird
w20190618063144857_427_epoch0_aug0x0,1,0.9992059999999999,98.93504300000001,118.49099,389.747009,267.97668500000003,bird
w20190805084107410_42_epoch0_aug1x1,1,0.93665,141.856018,45.122021000000004,158.310333,60.51906999999999,bird
w20190805084107410_42_epoch0_aug1x1,1,0.952434,177.262024,46.440758,198.004425,59.19735,bird
w20190805084107410_42_epoch0_aug1x1,1,0.939234,161.086609,45.289032,179.412476,59.309952,bird
w20190805084107410_42_epoch0_aug1x1,1,0.9213309999999999,108.311302,43.425552,120.846291,58.118736,bird
w20190705043739842_51_epoch0_aug0x0,1,0.360579,754.633179,331.107025,924.1356199999999,583.299805,bird
w20190805084121403_58_epoch0_aug2x2,1,0.912484,413.957581,52.25528,430.68902599999996,67.37101700000001,bird
w20190805084121403_58_epoch0_aug2x2,1,0.915866,465.833221,53.763222,486.56509400000004,67.18869000000001,bird
w20190805084121403_58_epoch0_aug2x2,1,0.9541629999999999,565.174072,53.756126,584.4276120000001,67.16778599999999,bird
w20190805084121403_58_epoch0_aug2x2,1,0.9060530000000001,448.48593099999994,50.158028,467.86264000000006,67.633484,bird
w20190805084121403_58_epoch0_aug2x2,1,0.819982,544.1152950000001,50.150841,563.2006230000001,67.745804,bird
w20190805084121403_58_epoch0_aug2x2,1,0.964376,381.735718,51.371582000000004,401.95233199999996,68.310112,bird
w20190805084121403_58_epoch0_aug2x2,0,0.764573,461.68698099999995,1.189138,476.460358,5.657758,bird
w20190805084121403_58_epoch0_aug2x2,1,0.878443,591.086853,60.506896999999995,608.0,79.235764,bird
w20190805084121403_58_epoch0_aug2x2,1,0.970036,65.895889,33.977005,87.54484599999999,55.509399,bird
w20190805084121403_58_epoch0_aug2x2,1,0.9687520000000001,108.30194099999999,38.563559999999995,126.95300300000001,66.607399,bird
w20190805084121403_58_epoch0_aug2x2,0,0.688279,47.694008000000004,28.265059,63.97296899999999,38.641613,bird
w20190618063144857_1_epoch0_aug0x0,1,0.8864209999999999,151.79453999999998,101.76213800000001,466.69812,237.78573599999999,bird
w20190618063144857_105_epoch0_aug0x1,1,0.544824,1.0,42.038589,413.227295,400.0,bird
w20190618063144857_105_epoch0_aug0x1,1,0.9999170000000001,22.426605,79.400002,472.15380899999997,277.058655,bird
w20190618063144857_105_epoch0_aug0x1,0,0.4417,122.27060700000001,259.27194199999997,378.016083,400.0,bird
w20190805084107410_51_epoch0_aug3x0,1,0.749646,587.587158,8.990476,607.891113,26.87616,bird
w20190805084107410_51_epoch0_aug3x0,1,0.781742,526.727966,6.794792,544.221008,25.365976,bird
w20190805084107410_51_epoch0_aug3x0,1,0.976967,565.470215,9.30739,586.150391,28.445189000000003,bird
w20190705043739842_389_epoch0_aug0x0,1,0.9987209999999999,810.8388669999999,146.364395,1445.6403810000002,599.616272,bird
w20190705043739842_230_epoch0_aug0x0,1,0.9648030000000001,926.6623539999999,206.312302,1193.532959,464.608582,bird
w20190618063144857_99_epoch0_aug0x0,1,0.987685,105.730232,112.948448,265.00152599999996,306.75527999999997,bird
