filename,istrue,trust,x1,y1,x2,y2,category
w20190719093725711_36_epoch0_aug0x0,1,0.9993048000000001,526,736,679,842,bird
w20190719093725711_36_epoch0_aug0x0,1,0.9974195,1276,764,1446,903,bird
w20190719093725711_36_epoch0_aug0x0,1,0.9945574,1108,772,1258,893,bird
w20190719093725711_36_epoch0_aug0x0,1,0.9678179,1684,462,1780,572,bird
w20190719093725711_36_epoch0_aug0x0,1,0.59915006,1680,789,1771,971,bird
w20190705043739842_192_epoch0_aug0x0,1,0.99877566,568,201,798,448,bird
w20190705043739842_46_epoch0_aug0x1,1,0.5252849,757,345,934,547,bird
w20190805084121403_133_epoch0_trim1x3,1,0.964784,128,4,236,86,bird
w20190805084107410_72_epoch0_aug3x1,1,0.99967015,448,41,465,57,bird
w20190805084107410_72_epoch0_aug3x1,1,0.98718786,525,28,542,48,bird
w20190805084107410_72_epoch0_aug3x1,1,0.98303926,486,41,504,58,bird
w20190805084107410_72_epoch0_aug3x1,1,0.81254315,309,41,330,59,bird
w20190719093725711_112_epoch0_aug1x0,1,0.92686754,266,716,394,902,bird
w20190829173008684_303,1,0.93473965,813,389,960,456,bird
w20190719093725711_379_epoch0_aug0x1,1,0.58900255,2326,357,2445,581,bird
w20190805084121403_15_epoch0_aug0x2,1,0.9055536,98,529,225,603,bird
w20190705043739842_405_epoch0_aug0x1,1,0.56207573,872,301,997,545,bird
w20190805084121403_60_epoch0_trim1x1,1,0.9981719000000001,43,381,59,394,bird
w20190805084121403_60_epoch0_trim1x1,1,0.9972620000000001,536,384,594,439,bird
w20190805084121403_60_epoch0_trim1x1,1,0.9947424000000001,159,330,180,342,bird
w20190805084121403_60_epoch0_trim1x1,1,0.99326974,0,373,9,385,bird
w20190805084121403_60_epoch0_trim1x1,0,0.98620147,134,382,151,397,bird
w20190805084121403_60_epoch0_trim1x1,1,0.96609694,216,330,233,344,bird
w20190719093725711_297_epoch0_aug0x0,1,0.6752208000000001,379,326,563,536,bird
w20190719093725711_297_epoch0_aug0x0,1,0.5457953000000001,1658,248,1931,442,bird
w20190805084121403_138_epoch0_aug0x0,0,0.7769496,508,496,530,511,bird
w20190805084107410_59_epoch0_aug1x1,1,0.96284544,73,418,85,435,bird
w20190805084107410_59_epoch0_aug1x1,1,0.95934033,2,425,19,442,bird
w20190805084107410_59_epoch0_aug1x1,1,0.8951906,25,498,49,525,bird
w20190805084121403_121_epoch0_aug1x1,1,0.94398504,6,329,48,381,bird
w20190805084121403_55_epoch0_aug2x1,1,0.9146844000000001,243,69,264,88,bird
w20190805084121403_55_epoch0_aug2x1,1,0.7631755,154,90,172,104,bird
w20190705043739842_247_epoch0_aug0x0,1,0.89389956,1540,448,1894,749,bird
w20190805084107410_67_epoch0_aug1x0,1,0.9955401,85,301,107,324,bird
w20190805084107410_67_epoch0_aug1x0,1,0.98422134,29,248,52,264,bird
w20190805084107410_67_epoch0_aug1x0,1,0.98282236,2,309,19,327,bird
w20190805084107410_67_epoch0_aug1x0,0,0.9648066999999999,29,311,47,328,bird
w20190805084121403_96_epoch0_aug1x0,1,0.88082033,315,101,473,258,bird
w20190705043819167_142_epoch0_aug0x1,1,0.94100124,993,357,1205,688,bird
w20190719093725711_196_epoch0_aug0x0,1,0.9889768,259,807,573,1085,bird
w20190719093725711_196_epoch0_aug0x0,1,0.9878543,242,296,409,478,bird
w20190719093725711_196_epoch0_aug0x0,1,0.9877176,1263,969,1505,1221,bird
w20190719093725711_196_epoch0_aug0x0,1,0.96199834,19,808,275,1064,bird
w20190719093725711_196_epoch0_aug0x0,1,0.9587751,1063,399,1256,597,bird
w20190719093725711_196_epoch0_aug0x0,1,0.95876557,732,888,939,1145,bird
w20190719093725711_196_epoch0_aug0x0,1,0.92850673,1270,318,1443,617,bird
w20190719093725711_196_epoch0_aug0x0,1,0.89249295,1521,394,1680,670,bird
w20190719093725711_196_epoch0_aug0x0,1,0.62892604,1092,952,1306,1203,bird
w20190719093725711_81_epoch0_aug0x0,1,0.9565517,82,623,271,754,bird
w20190719093725711_81_epoch0_aug0x0,1,0.7078831,1127,965,1226,1052,bird
w20190805084121403_94_epoch0_trim0x0,1,0.9600493,51,559,212,715,bird
w20190719093725711_184_epoch0_aug0x1,1,0.99523646,605,696,963,981,bird
w20190719093725711_184_epoch0_aug0x1,1,0.99375015,1190,731,1485,1028,bird
w20190719093725711_184_epoch0_aug0x1,1,0.9922023999999999,833,725,1193,1014,bird
w20190719093725711_184_epoch0_aug0x1,2,0.9721778,1720,859,1997,1059,bird
w20190618063144857_237_epoch0_aug0x0,1,0.99998534,176,56,434,346,bird
w20190805084107410_62_epoch0_aug2x2,1,0.9993709000000001,203,37,223,56,bird
w20190805084107410_62_epoch0_aug2x2,1,0.9984232,291,48,310,64,bird
w20190805084107410_62_epoch0_aug2x2,1,0.9850363999999999,268,48,288,62,bird
w20190805084107410_62_epoch0_aug2x2,1,0.9182101999999999,321,43,337,59,bird
w20190805084107410_62_epoch0_aug2x2,1,0.8882974,361,14,379,27,bird
w20190805084107410_62_epoch0_aug2x2,2,0.53999263,354,18,371,31,bird
w20190805084107410_46_epoch0_aug2x0,1,0.9743035,69,209,83,224,bird
w20190805084107410_46_epoch0_aug2x0,1,0.9629901,1,205,20,223,bird
w20190805084107410_46_epoch0_aug2x0,1,0.93532735,22,206,42,225,bird
w20190719093725711_329_epoch0_aug1x1,1,0.99849737,330,457,652,772,bird
w20190719093725711_329_epoch0_aug1x1,1,0.9984870000000001,1075,409,1367,699,bird
w20190719093725711_329_epoch0_aug1x1,1,0.99518013,673,454,972,738,bird
w20190618063144857_74_epoch0_aug0x1,1,0.99999976,107,104,352,354,bird
w20190805084121403_121_epoch0_trim1x1,1,0.98699605,858,175,939,259,bird
w20190805084121403_121_epoch0_trim1x1,1,0.98144823,338,124,357,145,bird
w20190805084121403_121_epoch0_trim1x1,1,0.7966812,662,477,764,567,bird
w20190705043739842_312_epoch0_aug0x0,1,0.9989635,845,100,1115,402,bird
w20190805084121403_62_epoch0_trim1x3,1,0.9719089,962,118,1024,195,bird
w20190705043739842_99_epoch0_aug0x0,1,0.6883038,954,344,1156,538,bird
w20190705043739842_7_epoch0_aug0x1,1,0.96001023,749,320,911,514,bird
w20190805084121403_165_epoch0_aug4x0,1,0.73923707,87,135,108,168,bird
w20190805084121403_13_epoch0_aug2x2,1,0.9529571,103,392,183,468,bird
w20190805084107410_49_epoch0_trim1x2,1,0.9996203000000001,825,268,836,280,bird
w20190805084107410_49_epoch0_trim1x2,1,0.99960095,764,267,782,283,bird
w20190805084107410_49_epoch0_trim1x2,1,0.9989844999999999,757,339,773,354,bird
w20190805084107410_49_epoch0_trim1x2,0,0.9980597,688,324,701,334,bird
